1597250979.122543,54.852022
1597250979.202261,0.000000
1597250979.278387,-8.820061
1597250979.407908,-8.846776
1597250979.446040,0.000000
1597250979.527190,-9.009221
1597250979.607299,0.000000
1597250979.676764,-8.823744
1597250979.752734,0.000000
1597250979.838562,-8.930229
1597250979.912515,0.000000
1597250979.991869,-8.865743
1597250980.067571,0.000000
1597250980.148533,-9.054891
1597250980.229489,0.000000
1597250980.305396,-9.091257
1597250980.384580,0.000000
1597250980.460241,-9.141870
1597250980.542576,0.000000
1597250980.621627,-9.040627
1597250980.699582,0.000000
1597250980.772722,-8.805513
1597250980.853699,0.000000
1597250980.934220,-8.807474
1597250981.013739,0.000000
1597250981.090220,-8.757348
1597250981.177323,0.000000
1597250981.260210,-8.768367
1597250981.334072,0.000000
1597250981.418066,-8.975356
1597250981.496894,0.000000
1597250981.573307,-8.774498
1597250981.650185,0.000000
1597250981.731898,-8.652940
1597250981.815350,0.000000
1597250981.898784,-8.673452
1597250981.981406,0.000000
1597250982.057590,-9.061984
1597250982.147893,0.000000
1597250982.222795,-8.805613
1597250982.301989,0.000000
1597250982.381142,-8.777796
1597250982.473835,0.000000
1597250982.548388,-8.912727
1597250982.620997,0.000000
1597250982.702518,-8.841186
1597250982.779406,0.000000
1597250982.861628,-9.173081
1597250982.938060,0.000000
1597250983.014626,-8.780373
1597250983.094588,0.000000
1597250983.173962,-8.822009
1597250983.264440,0.000000
1597250983.353249,-8.633591
1597250983.428041,0.000000
1597250983.510505,-8.859860
1597250983.592092,0.000000
1597250983.673364,-8.849350
1597250983.754597,0.000000
1597250983.833550,-8.858541
1597250983.914717,0.000000
1597250983.994475,-9.081437
1597250984.077487,0.000000
1597250984.162167,-8.767150
1597250984.238417,0.000000
1597250984.315895,-8.707526
1597250984.394401,0.000000
1597250984.481234,-8.739141
1597250984.559059,0.000000
1597250984.635192,-8.757790
1597250984.708074,0.000000
1597250984.789469,-9.060433
1597250984.873467,0.000000
1597250984.953330,-8.745219
1597250985.037926,0.000000
1597250985.116609,-8.639355
1597250985.189930,0.000000
1597250985.259104,-8.600053
1597250985.341574,0.000000
1597250985.434529,-8.546911
1597250985.512647,0.000000
1597250985.593503,-8.701964
1597250985.672589,0.000000
1597250985.750862,-8.477780
1597250985.829575,0.000000
1597250985.908581,-8.712760
1597250985.988090,0.000000
1597251065.578284,-8.498523
1597251065.658010,0.000000
1597251065.760089,-8.373778
1597251065.837081,0.000000
1597251065.965969,-8.511137
1597251066.045425,0.000000
1597251066.136965,-8.776965
1597251066.255519,-8.487182
1597251066.371123,-8.767287
1597251066.459620,0.000000
1597251066.551549,-8.563087
1597251066.641476,0.000000
1597251066.727560,-8.518463
1597251066.825952,0.000000
1597251066.911745,-8.550408
1597251067.015615,-8.684978
1597251067.100527,0.000000
1597251067.188754,-8.512588
1597251067.290907,-8.765209
1597251067.391433,-8.973559
1597251067.481879,0.000000
1597251067.578147,-8.916571
1597251067.672943,0.000000
1597251067.774711,-8.581579
1597251067.867794,0.000000
1597251067.971928,-8.852847
1597251068.076113,-8.602214
1597251068.170858,0.000000
1597251068.298530,-8.978156
1597251068.410296,-8.657641
1597251068.508458,0.000000
1597251068.621184,-8.804496
1597251068.717422,0.000000
1597251068.814230,-8.850619
1597251068.918869,-8.637157
1597251069.025059,-8.523949
1597251069.148645,-8.680830
1597251069.255480,-8.828521
1597251069.351960,0.000000
1597251069.468787,-8.671455
1597251069.591710,-8.570264
1597251069.686137,0.000000
1597251069.782261,-8.660159
1597251069.893395,-8.688398
1597251070.006648,-8.713860
