1597251070.097709,0.000000
1597251070.225737,-8.659688
1597251070.385688,-8.595678
1597251070.499618,-8.685460
1597251070.603354,-8.649345
1597251070.791151,-8.658465
1597251070.879419,0.000000
1597251070.947215,-9.090284
1597251071.054280,-8.734697
1597251071.206498,-8.517181
1597251071.276018,0.000000
1597251071.374547,-8.666374
1597251071.458434,0.000000
1597251071.557116,-8.694005
1597251071.643503,0.000000
1597251071.723172,-8.647851
1597251071.835093,-8.963399
1597251071.908381,0.000000
1597251071.999357,-8.773669
1597251072.087204,0.000000
1597251072.220905,-8.790852
1597251072.313726,0.000000
1597251072.440248,-8.905276
1597251072.541936,-8.866312
1597251072.640178,0.000000
1597251072.736356,-8.765927
1597251072.843443,-8.780630
1597251072.973968,-9.135266
1597251073.089408,-8.723943
1597251073.174677,0.000000
1597251073.271708,-8.806559
1597251073.352429,0.000000
1597251073.449035,-8.786536
1597251073.545490,0.000000
1597251073.634394,-9.067987
1597251073.710314,0.000000
1597251073.809443,-8.913498
1597251073.962974,-8.889127
1597251074.103897,-8.705577
1597251074.169117,0.000000
1597251074.282859,-9.279718
1597251074.362723,0.000000
1597251074.449421,-9.192392
1597251074.536630,0.000000
1597251074.630400,-8.819399
1597251074.718849,0.000000
1597251074.807852,-8.844220
1597251074.903711,0.000000
1597251074.985920,-8.825399
1597251075.075891,0.000000
1597251075.167270,-8.758459
1597251075.245588,0.000000
1597251075.335208,-8.917795
1597251075.411338,0.000000
1597251075.497401,-8.938928
1597251075.574158,0.000000
1597251075.655616,-9.193499
1597251075.746141,0.000000
1597251075.825126,-8.963572
1597251075.913313,0.000000
1597251075.994688,-9.159379
1597251076.100086,-8.960461
1597251076.190905,0.000000
1597251076.266746,-8.875143
1597251076.346156,0.000000
1597251076.445694,-9.217078
1597251076.603921,-8.843064
1597251076.652826,0.000000
1597251076.736305,-9.100254
1597251076.821550,0.000000
1597251076.907095,-9.284826
1597251076.985549,0.000000
1597251077.067237,-8.949415
1597251077.158434,0.000000
1597251077.261811,-9.076284
1597251077.364384,-9.468177
1597251077.453119,0.000000
1597251077.546732,-9.395197
1597251077.630115,0.000000
1597251077.720563,-9.120986
1597251077.811315,0.000000
1597251077.890795,-9.170586
1597251077.982202,0.000000
1597251078.070877,-9.179429
1597251078.156477,0.000000
1597251078.245874,-9.782498
1597251078.333825,0.000000
1597251078.430796,-9.235075
1597251078.520184,0.000000
1597251078.618430,-9.207540
1597251078.701522,0.000000
1597251078.781826,-9.270149
1597251078.872376,0.000000
